ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount
471744	C12H17N3O4S	299.35	-0.7	N/A	N/A	142	491	N/A	3	6	6	20	N/A	N/A	N/A	N/A	N/A
3493	C25H27N9O8S2	645.7	-0.7	N/A	N/A	271	1250	N/A	4	13	9	44	N/A	N/A	N/A	N/A	N/A
599928	C20H20N6O9S	520.5	-0.6	N/A	N/A	232	958	N/A	4	13	9	36	N/A	N/A	N/A	N/A	N/A
315018	C52H81N7O16	1060.2	2.5	N/A	N/A	368	1940	N/A	14	16	20	75	N/A	N/A	N/A	N/A	N/A
315019	C49H71N7O17	1030.1	0.7	N/A	N/A	377	1870	N/A	14	17	15	73	N/A	N/A	N/A	N/A	N/A
9468	C15H24N2O2	264.36	3.7	N/A	N/A	41.6	249	N/A	1	4	9	19	N/A	N/A	N/A	N/A	N/A
55518	C13H19ClN2O	254.75	2.1	N/A	N/A	41.1	236	N/A	2	2	6	17	N/A	N/A	N/A	N/A	N/A
222828	C12H18N2O	206.28	1.3	N/A	N/A	41.1	196	N/A	2	2	4	15	N/A	N/A	N/A	N/A	N/A
2968	C21H27N3O7S	465.5	2.7	N/A	N/A	163	756	N/A	2	9	10	32	N/A	N/A	N/A	N/A	N/A
357241	C10H14N2O	178.23	0.4	N/A	N/A	55.1	172	N/A	2	2	2	13	N/A	N/A	N/A	N/A	N/A
55545	C8H11NO	137.18	0.7	N/A	N/A	46.2	104	N/A	2	2	0	10	N/A	N/A	N/A	N/A	N/A
55546	C7H9NO	123.15	0.9	N/A	N/A	46.2	94	N/A	2	2	0	9	N/A	N/A	N/A	N/A	N/A
58963	C24H16Cl2N6O10S3	715.5	4.1	N/A	N/A	275	1420	N/A	4	16	7	45	N/A	N/A	N/A	N/A	N/A
58964	C3Cl3N3	184.41	2.9	N/A	N/A	38.7	69	N/A	0	3	0	9	N/A	N/A	N/A	N/A	N/A
4904	C17H28N2O	276.4	3.7	N/A	N/A	32.3	283	N/A	1	2	7	20	N/A	N/A	N/A	N/A	N/A
58965	C20H19ClN4Na2O11S3	669.0	N/A	N/A	N/A	250	1260	N/A	0	14	8	41	N/A	N/A	N/A	N/A	N/A
40594	C14H16N2O4S	308.35	1.2	N/A	N/A	104	460	N/A	3	5	5	21	N/A	N/A	N/A	N/A	N/A
58984	C14H15IN2O4S	434.25	1.9	N/A	N/A	104	480	N/A	3	5	6	22	N/A	N/A	N/A	N/A	N/A
59001	C8H12O2	140.18	0.8	N/A	N/A	25.1	157	N/A	0	2	1	10	N/A	N/A	N/A	N/A	N/A
59009	C14H23NO2	237.34	3.1	N/A	N/A	40.5	361	N/A	1	2	4	17	N/A	N/A	N/A	N/A	N/A
59028	C25H34O7	446.5	1.2	N/A	N/A	110	882	N/A	2	7	4	32	N/A	N/A	N/A	N/A	N/A
254496	C20H16	256.3	5.8	N/A	N/A	0	346	N/A	0	0	0	20	N/A	N/A	N/A	N/A	N/A
3988	C17H24O3	276.4	4.2	N/A	N/A	46.5	331	N/A	1	3	4	20	N/A	N/A	N/A	N/A	N/A
27796	C21H28N2O5	388.5	2.3	N/A	N/A	69.3	440	N/A	1	6	10	28	N/A	N/A	N/A	N/A	N/A
568021	C7H4O3S	168.17	1.9	N/A	N/A	71.8	183	N/A	1	4	0	11	N/A	N/A	N/A	N/A	N/A
6760	C15H23ClN2O	282.81	N/A	N/A	N/A	32.3	282	N/A	2	2	2	19	N/A	N/A	N/A	N/A	N/A
31705	C35H44I6N6O15	1550.2	-3.4	N/A	N/A	339	1330	N/A	13	15	22	62	N/A	N/A	N/A	N/A	N/A
59052	C6H12O4	148.16	-0.6	N/A	N/A	66.8	110	N/A	2	4	4	10	N/A	N/A	N/A	N/A	N/A
59053	C13H23N3O	237.34	2.6	N/A	N/A	37.2	262	N/A	0	4	4	17	N/A	N/A	N/A	N/A	N/A
59056	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10099	C23H29N3O6	443.5	2	N/A	N/A	137	601	N/A	5	6	11	32	N/A	N/A	N/A	N/A	N/A
59055	C19H24BrN3O9	518.3	-3.9	N/A	N/A	185	651	N/A	5	11	15	32	N/A	N/A	N/A	N/A	N/A
59120	C22H30N4O2S2	446.6	3.7	N/A	N/A	80.8	661	N/A	0	7	6	30	N/A	N/A	N/A	N/A	N/A
40304	C10H13N5O5	283.24	-2.6	N/A	N/A	150	544	N/A	5	6	2	20	N/A	N/A	N/A	N/A	N/A
59204	C45H69N11O12S	988.2	-1.1	N/A	N/A	388	1850	N/A	10	13	18	69	N/A	N/A	N/A	N/A	N/A
3495	C20H21N7O6S2	519.6	-3.2	N/A	N/A	244	905	N/A	4	12	10	35	N/A	N/A	N/A	N/A	N/A
355510	C18H23N9O4S3	525.6	-2.4	N/A	N/A	251	848	N/A	3	13	10	34	N/A	N/A	N/A	N/A	N/A
31374	C18H25Cl2N9O4S3	598.6	N/A	N/A	N/A	251	848	N/A	5	13	10	36	N/A	N/A	N/A	N/A	N/A
59211	C27H37N9O7S3	695.8	2.8	N/A	N/A	276	1160	N/A	2	16	16	46	N/A	N/A	N/A	N/A	N/A
59213	C25H24N8O7S2	612.6	-0.1	N/A	N/A	259	1270	N/A	5	13	9	42	N/A	N/A	N/A	N/A	N/A
3506	C18H19N3O5S	389.4	-1.4	N/A	N/A	158	699	N/A	4	7	5	27	N/A	N/A	N/A	N/A	N/A
3545	C17H16N3NaO6S2	445.4	N/A	N/A	N/A	183	726	N/A	1	10	8	29	N/A	N/A	N/A	N/A	N/A
545687	C12H20O4	228.28	3	N/A	N/A	74.6	233	N/A	2	4	10	16	N/A	N/A	N/A	N/A	N/A
52426	C12H22NO12P	403.28	-7.9	N/A	N/A	222	566	N/A	8	13	3	26	N/A	N/A	N/A	N/A	N/A
18426	C6H11O8P	242.12	-3.8	N/A	N/A	137	282	N/A	5	8	0	15	N/A	N/A	N/A	N/A	N/A
59234	C82H160O4	1210.1	38.2	N/A	N/A	74.6	1330	N/A	2	4	76	86	N/A	N/A	N/A	N/A	N/A
59236	C60H108O17	1101.5	11.1	N/A	N/A	212	1440	N/A	5	17	41	77	N/A	N/A	N/A	N/A	N/A
59237	C37H68O4	576.9	13	N/A	N/A	69.9	533	N/A	3	4	29	41	N/A	N/A	N/A	N/A	N/A
59240	C31H64O3	484.8	11.9	N/A	N/A	49.7	387	N/A	2	3	27	34	N/A	N/A	N/A	N/A	N/A
59242	C15H8Cl2F6N2O	417.1	6.2	N/A	N/A	41.1	460	N/A	2	7	2	26	N/A	N/A	N/A	N/A	N/A
59245	C7H5ClF3N	195.57	3.5	N/A	N/A	26	159	N/A	1	4	0	12	N/A	N/A	N/A	N/A	N/A
59247	C19H11Cl4N2NaO5S	544.2	N/A	N/A	N/A	119	744	N/A	2	6	6	32	N/A	N/A	N/A	N/A	N/A
59249	C24H42O21	666.6	-7.4	N/A	N/A	348	918	N/A	14	21	10	45	N/A	N/A	N/A	N/A	N/A
59250	C24H42O21	666.6	-7.4	N/A	N/A	348	918	N/A	14	21	10	45	N/A	N/A	N/A	N/A	N/A
3084	C7H17N2O2+	161.22	0	N/A	N/A	52.3	140	N/A	1	2	4	11	N/A	N/A	N/A	N/A	N/A
3085	C7H17ClN2O2	196.67	N/A	N/A	N/A	56.1	140	N/A	2	3	4	12	N/A	N/A	N/A	N/A	N/A
3184	C20H23BrN2O4	435.3	N/A	N/A	N/A	90.7	368	N/A	2	6	7	27	N/A	N/A	N/A	N/A	N/A
59296	C20H35NO15	529.5	-5.3	N/A	N/A	257	731	N/A	10	15	7	36	N/A	N/A	N/A	N/A	N/A
59300	C24H39NO20	661.6	-6.8	N/A	N/A	352	1050	N/A	13	20	12	45	N/A	N/A	N/A	N/A	N/A
59303	C32H51NO27	881.7	-8.7	N/A	N/A	469	1510	N/A	17	27	17	60	N/A	N/A	N/A	N/A	N/A
59306	C32H50O29	898.7	-8.4	N/A	N/A	497	1550	N/A	18	29	18	61	N/A	N/A	N/A	N/A	N/A
59307	C24H38O22	678.5	-6.5	N/A	N/A	381	1090	N/A	14	22	13	46	N/A	N/A	N/A	N/A	N/A
59199	C4H8CaO5	176.18	N/A	N/A	N/A	81.3	25	N/A	1	5	0	10	N/A	N/A	N/A	N/A	N/A
59310	C20H35NO14	513.5	-4.8	N/A	N/A	237	715	N/A	9	14	6	35	N/A	N/A	N/A	N/A	N/A
3353	C29H41NO7	515.6	4	N/A	N/A	111	772	N/A	2	7	13	37	N/A	N/A	N/A	N/A	N/A
3354	C20H33NO7	399.5	1.3	N/A	N/A	122	537	N/A	3	7	11	28	N/A	N/A	N/A	N/A	N/A
59319	C18H32O14	472.4	-4.3	N/A	N/A	228	596	N/A	9	14	6	32	N/A	N/A	N/A	N/A	N/A
59313	C32H55NO22	805.8	-7	N/A	N/A	355	1260	N/A	13	22	10	55	N/A	N/A	N/A	N/A	N/A
39367	C26H22ClF3N2O3	502.9	7.7	N/A	N/A	71.4	735	N/A	1	8	9	35	N/A	N/A	N/A	N/A	N/A
3419	C12H24N2O4	260.33	1.9	N/A	N/A	90.6	281	N/A	2	4	9	18	N/A	N/A	N/A	N/A	N/A
3485	C14H13N5O5S2	395.4	0	N/A	N/A	212	739	N/A	4	10	5	26	N/A	N/A	N/A	N/A	N/A
59343	C19H18N6O5S3	506.6	0.7	N/A	N/A	242	928	N/A	3	12	7	33	N/A	N/A	N/A	N/A	N/A
478164	C19H24N6O5S2	480.6	-0.1	N/A	N/A	204	869	N/A	2	10	6	32	N/A	N/A	N/A	N/A	N/A
31368	C19H28Cl2N6O6S2	571.5	N/A	N/A	N/A	205	869	N/A	5	11	6	35	N/A	N/A	N/A	N/A	N/A
3499	C17H17N7O8S4	575.6	0.1	N/A	N/A	321	1090	N/A	4	15	9	36	N/A	N/A	N/A	N/A	N/A
34617	C17H15N7Na2O8S4	619.6	N/A	N/A	N/A	330	1100	N/A	2	16	8	38	N/A	N/A	N/A	N/A	N/A
59361	C27H40O5	444.6	6.3	N/A	N/A	72.8	875	N/A	1	5	2	32	N/A	N/A	N/A	N/A	N/A
59374	C81H140N4O26	1586.0	11.1	N/A	N/A	415	2620	N/A	12	26	53	111	N/A	N/A	N/A	N/A	N/A
59376	C85H150N4O27	1660.1	10.8	N/A	N/A	428	2680	N/A	13	27	55	116	N/A	N/A	N/A	N/A	N/A
59377	C81H142N4O24	1556.0	12.5	N/A	N/A	375	2490	N/A	10	24	55	109	N/A	N/A	N/A	N/A	N/A
59378	C95H164N4O34	1906.3	10.6	N/A	N/A	508	3270	N/A	13	34	62	133	N/A	N/A	N/A	N/A	N/A
59380	C92H160N4O33	1850.3	9.5	N/A	N/A	513	3130	N/A	15	33	59	129	N/A	N/A	N/A	N/A	N/A
3504	C15H17N5O6S2	427.5	-1.4	N/A	N/A	210	744	N/A	3	11	7	28	N/A	N/A	N/A	N/A	N/A
59381	C93H161N5O33	1877.3	8.9	N/A	N/A	533	3240	N/A	16	33	59	131	N/A	N/A	N/A	N/A	N/A
59385	C20H30N4O11	502.5	-2.6	N/A	N/A	245	843	N/A	7	11	16	35	N/A	N/A	N/A	N/A	N/A
3510	C15H14N4O6S2	410.4	-0.3	N/A	N/A	217	755	N/A	4	10	6	27	N/A	N/A	N/A	N/A	N/A
34618	C15H18N4O8S2	446.5	N/A	N/A	N/A	219	755	N/A	6	12	6	29	N/A	N/A	N/A	N/A	N/A
3535	C16H19N3O5S	365.4	N/A	N/A	N/A	139	600	N/A	4	7	4	25	N/A	N/A	N/A	N/A	N/A
59395	C30H51N3O20	773.7	-7.4	N/A	N/A	354	1240	N/A	13	20	12	53	N/A	N/A	N/A	N/A	N/A
59357	C16H28N2O11	424.40	-4.7	N/A	N/A	207	579	N/A	8	11	6	29	N/A	N/A	N/A	N/A	N/A
59382	C26H45NO19	675.6	-6.4	N/A	N/A	316	997	N/A	12	19	9	46	N/A	N/A	N/A	N/A	N/A
59384	C32H55NO23	821.8	-7.5	N/A	N/A	375	1270	N/A	14	23	11	56	N/A	N/A	N/A	N/A	N/A
59430	C12H22O11	342.30	-4.2	N/A	N/A	190	382	N/A	8	11	4	23	N/A	N/A	N/A	N/A	N/A
59416	C42H75N5O11P+	857.0	11.2	N/A	N/A	205	1170	N/A	2	14	39	59	N/A	N/A	N/A	N/A	N/A
59429	C30H49N5O6	575.7	7.3	N/A	N/A	166	737	N/A	4	9	23	41	N/A	N/A	N/A	N/A	N/A
59423	C36H63N5O11P+	772.9	8	N/A	N/A	205	1080	N/A	2	14	33	53	N/A	N/A	N/A	N/A	N/A
59426	C35H63N6O9P	742.9	6	N/A	N/A	201	999	N/A	5	12	30	51	N/A	N/A	N/A	N/A	N/A
59432	C12H22O11	342.30	-4.2	N/A	N/A	190	382	N/A	8	11	4	23	N/A	N/A	N/A	N/A	N/A
40154	C9H11FN2O6	262.19	-1.7	N/A	N/A	119	414	N/A	4	7	2	18	N/A	N/A	N/A	N/A	N/A
59455	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
59462	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3643	C10H12ClNO4	245.66	1.2	N/A	N/A	81.8	219	N/A	2	4	6	16	N/A	N/A	N/A	N/A	N/A
59492	C22H39NO18	605.5	-7	N/A	N/A	318	840	N/A	13	18	10	41	N/A	N/A	N/A	N/A	N/A
50231	C11H16N4O4	268.27	-1.5	N/A	N/A	98.8	353	N/A	2	6	4	19	N/A	N/A	N/A	N/A	N/A
59518	C35H60O31	976.8	-11.6	N/A	N/A	525	1520	N/A	21	31	18	66	N/A	N/A	N/A	N/A	N/A
59519	C29H50O26	814.7	-10	N/A	N/A	446	1220	N/A	18	26	15	55	N/A	N/A	N/A	N/A	N/A
59525	C17H24O7	340.4	-0.5	N/A	N/A	97.6	507	N/A	3	7	1	24	N/A	N/A	N/A	N/A	N/A
59526	C22H30O8	422.5	0.1	N/A	N/A	107	693	N/A	3	8	1	30	N/A	N/A	N/A	N/A	N/A
45573	C19H19NO3	309.4	3.2	N/A	N/A	66.4	405	N/A	2	3	7	23	N/A	N/A	N/A	N/A	N/A
59528	C44H81NO18	912.1	3.2	N/A	N/A	307	1240	N/A	12	18	31	63	N/A	N/A	N/A	N/A	N/A
28009	C8H15NO6	221.21	-1.7	N/A	N/A	119	235	N/A	5	6	2	15	N/A	N/A	N/A	N/A	N/A
59529	C28H30N2O12S4	714.8	0.9	N/A	N/A	260	1720	N/A	3	13	11	46	N/A	N/A	N/A	N/A	N/A
44612	C16H28N2O3	296.40	3.5	N/A	N/A	75.3	355	N/A	2	3	11	21	N/A	N/A	N/A	N/A	N/A
46151	C20H22N2O4	354.4	4.4	N/A	N/A	86.4	473	N/A	1	5	8	26	N/A	N/A	N/A	N/A	N/A
59530	C53H99O23P	1135.3	7	N/A	N/A	368	1550	N/A	12	23	44	77	N/A	N/A	N/A	N/A	N/A
40265	C40H81NO8P+	735.0	13.5	N/A	N/A	108	835	N/A	1	8	40	50	N/A	N/A	N/A	N/A	N/A
44743	C11H17N2O7P	320.24	-3.4	N/A	N/A	149	402	N/A	5	9	7	21	N/A	N/A	N/A	N/A	N/A
44759	C14H24N3O7P	377.33	-6	N/A	N/A	175	462	N/A	6	10	11	25	N/A	N/A	N/A	N/A	N/A
42665	C18H15FN4O	322.3	2.8	N/A	N/A	74.7	438	N/A	1	5	5	24	N/A	N/A	N/A	N/A	N/A
273574	C16H22NO5P	339.32	-1.1	N/A	N/A	76.1	493	N/A	1	6	5	23	N/A	N/A	N/A	N/A	N/A
59537	C34H43N6O21P	902.7	-5.8	N/A	N/A	432	2030	N/A	13	22	25	62	N/A	N/A	N/A	N/A	N/A
59539	C34H38N6O21P-5	897.7	-0.7	N/A	N/A	460	2090	N/A	8	26	24	62	N/A	N/A	N/A	N/A	N/A
59536	C24H29N4O15P	644.5	-4.3	N/A	N/A	299	1420	N/A	9	16	15	44	N/A	N/A	N/A	N/A	N/A
43541	C22H21NO3S	379.5	5.3	N/A	N/A	85.8	524	N/A	1	4	5	27	N/A	N/A	N/A	N/A	N/A
340673	C5H13BrO8P2	343.00	-2	N/A	N/A	134	316	N/A	4	8	7	16	N/A	N/A	N/A	N/A	N/A
44052	C3H9O4P	140.07	-0.8	N/A	N/A	66.8	104	N/A	2	4	2	8	N/A	N/A	N/A	N/A	N/A
41539	C48H91NO11S	890.3	14.3	N/A	N/A	201	1180	N/A	6	11	42	61	N/A	N/A	N/A	N/A	N/A
59543	C24H26N4O15P-3	641.5	-1.5	N/A	N/A	314	1440	N/A	6	18	14	44	N/A	N/A	N/A	N/A	N/A
59541	C29H32N5O18P-4	769.6	-1.1	N/A	N/A	387	1760	N/A	7	22	19	53	N/A	N/A	N/A	N/A	N/A
45412	C18H26N4O2	330.4	0.9	N/A	N/A	103	329	N/A	6	6	9	24	N/A	N/A	N/A	N/A	N/A
42024	C18H25N3O4S	379.5	-0.1	N/A	N/A	121	561	N/A	3	7	9	26	N/A	N/A	N/A	N/A	N/A
44699	C45H91NO8P+	805.2	16.2	N/A	N/A	108	912	N/A	1	8	45	55	N/A	N/A	N/A	N/A	N/A
43007	C14H19N3O2	261.32	2	N/A	N/A	81.1	324	N/A	2	4	5	19	N/A	N/A	N/A	N/A	N/A
44224	C6H14O2	118.17	0.3	N/A	N/A	40.5	68	N/A	2	2	2	8	N/A	N/A	N/A	N/A	N/A
42782	C66H126O8	1047.7	25.2	N/A	N/A	137	1210	N/A	5	8	58	74	N/A	N/A	N/A	N/A	N/A
42122	C27H41N5O10S	627.7	-9.4	N/A	N/A	237	921	N/A	6	15	15	43	N/A	N/A	N/A	N/A	N/A
42034	C23H33N5O10	539.5	-8.7	N/A	N/A	208	830	N/A	4	14	10	38	N/A	N/A	N/A	N/A	N/A
46414	C29H40N2O7S	560.7	3.5	N/A	N/A	134	865	N/A	3	8	13	39	N/A	N/A	N/A	N/A	N/A
43081	C23H29N2O7P	476.5	1.5	N/A	N/A	142	676	N/A	4	7	14	33	N/A	N/A	N/A	N/A	N/A
45644	C42H81NO11S	808.2	12	N/A	N/A	201	1040	N/A	6	11	37	55	N/A	N/A	N/A	N/A	N/A
47379	C21H24F2N3O6P	483.4	-0.4	N/A	N/A	159	748	N/A	5	8	10	33	N/A	N/A	N/A	N/A	N/A
59555	C14H23NOSi	249.42	N/A	N/A	N/A	18.1	253	N/A	0	1	2	17	N/A	N/A	N/A	N/A	N/A
28729	C6H12O6	180.16	-2.6	N/A	N/A	110	151	N/A	5	6	1	12	N/A	N/A	N/A	N/A	N/A
42603	C8H5N3O5	223.14	1.1	N/A	N/A	101	361	N/A	0	6	2	16	N/A	N/A	N/A	N/A	N/A
43542	C30H63NO10	597.8	1.7	N/A	N/A	118	575	N/A	1	11	29	41	N/A	N/A	N/A	N/A	N/A
48793	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
43012	C15H22NO6P	343.31	1.5	N/A	N/A	113	436	N/A	3	6	10	23	N/A	N/A	N/A	N/A	N/A
43278	C23H27NO4	381.5	3.3	N/A	N/A	86.6	509	N/A	3	4	7	28	N/A	N/A	N/A	N/A	N/A
44085	C35H40N4O4	580.7	4.6	N/A	N/A	121	980	N/A	3	6	8	43	N/A	N/A	N/A	N/A	N/A
59404	C24H42O18	618.6	-5.4	N/A	N/A	287	854	N/A	11	18	8	42	N/A	N/A	N/A	N/A	N/A
59407	C30H52O22	764.7	-6.5	N/A	N/A	346	1130	N/A	13	22	10	52	N/A	N/A	N/A	N/A	N/A
59415	C20H32N2O15	540.5	-4.2	N/A	N/A	271	843	N/A	9	15	10	37	N/A	N/A	N/A	N/A	N/A
59400	C24H42O18	618.6	-5.4	N/A	N/A	287	854	N/A	11	18	8	42	N/A	N/A	N/A	N/A	N/A
45068	C16H23N2O8P	402.34	0.8	N/A	N/A	159	543	N/A	3	8	12	27	N/A	N/A	N/A	N/A	N/A
45002	C13H17N2O8P	360.26	0.2	N/A	N/A	159	513	N/A	3	8	8	24	N/A	N/A	N/A	N/A	N/A
59565	C13H17N2O8P	360.26	0.2	N/A	N/A	159	513	N/A	3	8	8	24	N/A	N/A	N/A	N/A	N/A
44930	C12H15N2O8P	346.23	-0.2	N/A	N/A	159	484	N/A	3	8	8	23	N/A	N/A	N/A	N/A	N/A
42319	C20H25NO5	359.4	3	N/A	N/A	99.4	593	N/A	3	6	3	26	N/A	N/A	N/A	N/A	N/A
40413	C13H19N2O7P	346.27	-2.2	N/A	N/A	144	440	N/A	3	8	9	23	N/A	N/A	N/A	N/A	N/A
45957	C12H11NO7S2	345.4	0.4	N/A	N/A	155	631	N/A	3	7	3	22	N/A	N/A	N/A	N/A	N/A
46087	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
43892	C12H23NO7	293.31	-2	N/A	N/A	118	314	N/A	4	7	6	20	N/A	N/A	N/A	N/A	N/A
59241	C22H40N2O13	540.6	-4	N/A	N/A	226	731	N/A	8	13	12	37	N/A	N/A	N/A	N/A	N/A
59571	C21H34N2O15	554.5	-5	N/A	N/A	271	874	N/A	9	15	11	38	N/A	N/A	N/A	N/A	N/A
31414	C25H32ClFO5	467.0	3.8	N/A	N/A	80.7	929	N/A	1	6	5	32	N/A	N/A	N/A	N/A	N/A
44598	C18H26N2O4	334.4	1.5	N/A	N/A	84.5	413	N/A	2	4	8	24	N/A	N/A	N/A	N/A	N/A
59586	CH2Cl2Na2O6P2	288.85	N/A	N/A	N/A	121	224	N/A	2	6	1	13	N/A	N/A	N/A	N/A	N/A
45120	C42H81O13P	825.1	10.8	N/A	N/A	210	1000	N/A	6	13	39	56	N/A	N/A	N/A	N/A	N/A
59587	CH10Cl2Na2O10P2	360.91	N/A	N/A	N/A	125	224	N/A	6	10	1	17	N/A	N/A	N/A	N/A	N/A
44939	C14H17N3O6	323.30	0	N/A	N/A	141	440	N/A	3	6	8	23	N/A	N/A	N/A	N/A	N/A
44480	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
44940	C7H7NO5P-	216.11	0.5	N/A	N/A	95.2	247	N/A	0	5	2	14	N/A	N/A	N/A	N/A	N/A
42433	C20H28N4O9S	500.5	-4.9	N/A	N/A	232	684	N/A	7	12	16	34	N/A	N/A	N/A	N/A	N/A
59600	C36H62N2O36P2	1160.8	-18.1	N/A	N/A	644	2080	N/A	22	38	23	76	N/A	N/A	N/A	N/A	N/A
59602	C7H19Cl2N3O	232.15	N/A	N/A	N/A	76.6	64	N/A	4	4	5	13	N/A	N/A	N/A	N/A	N/A
8405	C15H21N3O	259.35	2.2	N/A	N/A	60.2	262	N/A	2	4	6	19	N/A	N/A	N/A	N/A	N/A
44491	C17H27N6O5	395.4	3	N/A	N/A	146	557	N/A	3	8	5	28	N/A	N/A	N/A	N/A	N/A
47397	C10H5Cl6NO2	383.9	2	N/A	N/A	37.4	528	N/A	0	2	0	19	N/A	N/A	N/A	N/A	N/A
47691	C20H19Cl2F3N3O8P	588.3	2.1	N/A	N/A	171	848	N/A	4	11	10	37	N/A	N/A	N/A	N/A	N/A
59610	C14H9Cl2NO3	310.1	3	N/A	N/A	66.7	499	N/A	1	4	3	20	N/A	N/A	N/A	N/A	N/A
59614	C12H23O14P	422.28	-6.4	N/A	N/A	236	528	N/A	9	14	6	27	N/A	N/A	N/A	N/A	N/A
59615	C18H33O19P	584.4	-8	N/A	N/A	315	800	N/A	12	19	9	38	N/A	N/A	N/A	N/A	N/A
59617	C23H41O23P	716.5	-9	N/A	N/A	374	1040	N/A	14	23	12	47	N/A	N/A	N/A	N/A	N/A
59619	C30H53O29P	908.7	-11.2	N/A	N/A	474	1380	N/A	18	29	15	60	N/A	N/A	N/A	N/A	N/A
59620	C71H126N4O19	1339.8	11.9	N/A	N/A	332	2030	N/A	11	19	49	94	N/A	N/A	N/A	N/A	N/A
59636	C81H147O43P	1840.0	1.4	N/A	N/A	684	2990	N/A	24	43	59	125	N/A	N/A	N/A	N/A	N/A
42965	C42H83NO8	730.1	12.9	N/A	N/A	149	773	N/A	6	8	36	51	N/A	N/A	N/A	N/A	N/A
59414	C19H32N4O11	492.5	-3.7	N/A	N/A	247	765	N/A	8	11	12	34	N/A	N/A	N/A	N/A	N/A
1438	C4H8O2S	120.17	0.4	N/A	N/A	62.6	62	N/A	1	3	3	7	N/A	N/A	N/A	N/A	N/A
59646	C81H142N4O27	1604.0	N/A	N/A	N/A	416	2620	N/A	13	27	53	112	N/A	N/A	N/A	N/A	N/A
600520	C56H71N9O23S	1270.3	-1.6	N/A	N/A	519	2580	N/A	16	24	18	89	N/A	N/A	N/A	N/A	N/A
379896	C19H24O2	284.4	2.1	N/A	N/A	37.3	609	N/A	1	2	0	21	N/A	N/A	N/A	N/A	N/A
59642	C21H27ClO5	394.9	3.3	N/A	N/A	79.2	403	N/A	3	5	10	27	N/A	N/A	N/A	N/A	N/A
59660	C22H21FO2	336.4	5.4	N/A	N/A	37.3	567	N/A	1	3	4	25	N/A	N/A	N/A	N/A	N/A
623918	C20H25N5O10	495.4	-5.6	N/A	N/A	245	871	N/A	8	12	8	35	N/A	N/A	N/A	N/A	N/A
681850	C32H26N4O2	498.6	5.7	N/A	N/A	78.1	820	N/A	2	3	4	38	N/A	N/A	N/A	N/A	N/A
31430	C32H27ClN4O2	535.0	N/A	N/A	N/A	78.1	820	N/A	3	3	4	39	N/A	N/A	N/A	N/A	N/A
3892	C207H308N56O58S	4541	-0.9	N/A	N/A	1980	11800	N/A	64	103	148	322	N/A	N/A	N/A	N/A	N/A
3901	C136H210N40O31S	2933.4	2.6	N/A	N/A	1250	6870	N/A	42	61	96	208	N/A	N/A	N/A	N/A	N/A
59685	C20H34O	290.5	5.6	N/A	N/A	20.2	433	N/A	1	1	4	21	N/A	N/A	N/A	N/A	N/A
184644	C28H32N8Na2O17	798.6	N/A	N/A	N/A	261	536	N/A	7	19	6	55	N/A	N/A	N/A	N/A	N/A
31455	C28H31BrN2O2	507.5	N/A	N/A	N/A	55.6	607	N/A	2	3	7	33	N/A	N/A	N/A	N/A	N/A
59714	C19H28O2	288.4	4	N/A	N/A	37.3	496	N/A	1	2	0	21	N/A	N/A	N/A	N/A	N/A
245199	C15H11N3	233.27	2.4	N/A	N/A	38.7	232	N/A	0	3	2	18	N/A	N/A	N/A	N/A	N/A
59725	C21H22Cl2N2O8	501.3	N/A	N/A	N/A	182	961	N/A	7	9	2	33	N/A	N/A	N/A	N/A	N/A
204734	C24H32O6	416.5	2.7	N/A	N/A	93.1	873	N/A	2	6	2	30	N/A	N/A	N/A	N/A	N/A
4474	C16H23NO	245.36	3.7	N/A	N/A	46.2	306	N/A	2	2	0	18	N/A	N/A	N/A	N/A	N/A
31812	C18H26I3N3O9	809.1	N/A	N/A	N/A	209	525	N/A	9	10	9	33	N/A	N/A	N/A	N/A	N/A
59733	C11H13I3N2O6	649.94	N/A	N/A	N/A	97.5	391	N/A	5	6	3	22	N/A	N/A	N/A	N/A	N/A
247956	C20H29N3O2	343.5	4.4	N/A	N/A	54.5	387	N/A	1	4	10	25	N/A	N/A	N/A	N/A	N/A
