	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
4932	27017																		biological role	plant metabolite
4933	78710																		biological role	plant metabolite
4934	78734																		biological role	plant metabolite
4935	7916																		biological role	plant metabolite
4936	77977																		biological role	plant metabolite
4937	75525																		biological role	plant metabolite
4938	71493																		biological role	plant metabolite
4939	64280																		biological role	plant metabolite
4940	27585																		biological role	plant metabolite
4941	62621																		biological role	plant metabolite
4942	58360																		biological role	plant metabolite
4943	16579																		biological role	plant metabolite
4944	59806																		biological role	plant metabolite
4945	58658																		biological role	plant metabolite
4946	58590																		biological role	plant metabolite
4947	58431																		biological role	plant metabolite
4948	58384																		biological role	plant metabolite
4949	58164																		biological role	plant metabolite
4950	36090																		biological role	plant metabolite
4951	58152																		biological role	plant metabolite
4952	57858																		biological role	plant metabolite
4953	16384																		biological role	plant metabolite
4954	57754																		biological role	plant metabolite
4955	57644																		biological role	plant metabolite
4956	55329																		biological role	plant metabolite
4957	28465																		biological role	plant metabolite
4958	50524																		biological role	plant metabolite
4959	50521																		biological role	plant metabolite
4960	27618																		biological role	plant metabolite
4961	18176																		biological role	plant metabolite
4962	11594																		biological role	plant metabolite
4963	59114																		biological role	plant metabolite
4964	79079																		biological role	plant metabolite
4965	78247																		biological role	plant metabolite
4966	37127																		biological role	plant metabolite
4967	36431																		biological role	plant metabolite
4968	78255																		biological role	plant metabolite
4969	78256																		biological role	plant metabolite
4970	78258																		biological role	plant metabolite
4971	36021																		biological role	plant metabolite
4972	27386																		biological role	plant metabolite
4973	17057																		biological role	plant metabolite
4974	78259																		biological role	plant metabolite
4975	32856																		biological role	plant metabolite
4976	32855																		biological role	plant metabolite
4977	32852																		biological role	plant metabolite
4978	32851																		biological role	plant metabolite
4979	17763																		biological role	plant metabolite
4980	49271																		biological role	plant metabolite
4981	38263																		biological role	plant metabolite
4982	53161																		biological role	plant metabolite
4983	12876																		biological role	plant metabolite
4984	30816																		biological role	plant metabolite
4985	16632																		biological role	plant metabolite
4986	16639																		biological role	plant metabolite
4987	16667																		biological role	plant metabolite
4988	18353																		biological role	plant metabolite
4989	16220																		biological role	plant metabolite
4990	9107																		biological role	plant metabolite
4991	79312																		biological role	plant metabolite
4992	17177																		biological role	plant metabolite
4993	82682																		biological role	plant metabolite
4994	78636																		biological role	plant metabolite
4995	78640																		biological role	plant metabolite
4996	82684																		biological role	plant metabolite
4997	30762																		biological role	plant metabolite
4998	32402																		biological role	plant metabolite
4999	32373																		biological role	plant metabolite
5000	32361																		biological role	plant metabolite
5001	7912																		biological role	plant metabolite
5002	46050																		biological role	plant metabolite
5003	58249																		biological role	plant metabolite
5004	82804																		biological role	plant metabolite
5005	32943																		biological role	plant metabolite
5006	82806																		biological role	plant metabolite
5007	82807																		biological role	plant metabolite
5008	82808																		biological role	plant metabolite
5009	30780																		biological role	plant metabolite
5010	22469																		biological role	plant metabolite
5011	29751																		biological role	plant metabolite
5012	82835																		biological role	plant metabolite
5013	28813																		biological role	plant metabolite
5014	28782																		biological role	plant metabolite
5015	28386																		biological role	plant metabolite
5016	28310																		biological role	plant metabolite
5017	28303																		biological role	plant metabolite
5018	28194																		biological role	plant metabolite
5019	25164																		biological role	plant metabolite
5020	28066																		biological role	plant metabolite
5021	25822																		biological role	plant metabolite
5022	75342																		biological role	plant metabolite
5023	38266																		biological role	plant metabolite
5024	18427																		biological role	plant metabolite
5025	18266																		biological role	plant metabolite
5026	18173																		biological role	plant metabolite
5027	17464																		biological role	plant metabolite
5028	8473																		biological role	plant metabolite
5029	49283																		biological role	plant metabolite
5030	3680																		biological role	plant metabolite
5031	15975																		biological role	plant metabolite
5032	16394																		biological role	plant metabolite
5033	51687																		biological role	plant metabolite
5034	16472																		biological role	plant metabolite
5035	58128																		biological role	plant metabolite
5036	75550																		biological role	plant metabolite
5037	32362																		biological role	plant metabolite
5038	17418																		biological role	plant metabolite
5039	31011																		biological role	plant metabolite
5040	5757																		biological role	plant metabolite
5041	39150																		biological role	plant metabolite
5042	27904																		biological role	plant metabolite
5043	75094																		biological role	plant metabolite
5044	78990																		biological role	plant metabolite
5045	32370																		biological role	plant metabolite
5046	77222																		biological role	plant metabolite
5047	83032																		biological role	plant metabolite
5048	83041																		biological role	plant metabolite
5049	64988																		biological role	plant metabolite
5050	83079																		biological role	plant metabolite
5051	70657																		biological role	plant metabolite
5052	70662																		biological role	plant metabolite
5053	70663																		biological role	plant metabolite
5054	68024																		biological role	plant metabolite
5055	69001																		biological role	plant metabolite
5056	63468																		biological role	plant metabolite
5057	70109																		biological role	plant metabolite
5058	70110																		biological role	plant metabolite
5059	70111																		biological role	plant metabolite
5060	70112																		biological role	plant metabolite
5061	70113																		biological role	plant metabolite
5062	70114																		biological role	plant metabolite
5063	70115																		biological role	plant metabolite
5064	70116																		biological role	plant metabolite
5065	70117																		biological role	plant metabolite
5066	70118																		biological role	plant metabolite
5067	70119																		biological role	plant metabolite
5068	70120																		biological role	plant metabolite
5069	70121																		biological role	plant metabolite
5070	70122																		biological role	plant metabolite
5071	65732																		biological role	plant metabolite
5072	514																		biological role	plant metabolite
5073	636																		biological role	plant metabolite
5074	1228																		biological role	plant metabolite
5075	1406																		biological role	plant metabolite
5076	2908																		biological role	plant metabolite
5077	9746																		biological role	plant metabolite
5078	3327																		biological role	plant metabolite
5079	80662																		biological role	plant metabolite
5080	81347																		biological role	plant metabolite
5081	5313																		biological role	plant metabolite
5082	5323																		biological role	plant metabolite
5083	5324																		biological role	plant metabolite
5084	66056																		biological role	plant metabolite
5085	5973																		biological role	plant metabolite
5086	28825																		biological role	plant metabolite
5087	5982																		biological role	plant metabolite
5088	6373																		biological role	plant metabolite
5089	67821																		biological role	plant metabolite
5090	6785																		biological role	plant metabolite
5091	6786																		biological role	plant metabolite
5092	7637																		biological role	plant metabolite
5093	66724																		biological role	plant metabolite
5094	67642																		biological role	plant metabolite
5095	67626																		biological role	plant metabolite
5096	67630																		biological role	plant metabolite
5097	67622																		biological role	plant metabolite
5098	67623																		biological role	plant metabolite
5099	67640																		biological role	plant metabolite
5100	67627																		biological role	plant metabolite
5101	67629																		biological role	plant metabolite
5102	67631																		biological role	plant metabolite
5103	67632																		biological role	plant metabolite
5104	67633																		biological role	plant metabolite
5105	67634																		biological role	plant metabolite
5106	67635																		biological role	plant metabolite
5107	67636																		biological role	plant metabolite
5108	67637																		biological role	plant metabolite
5109	67643																		biological role	plant metabolite
5110	67638																		biological role	plant metabolite
5111	67639																		biological role	plant metabolite
5112	67641																		biological role	plant metabolite
5113	67644																		biological role	plant metabolite
5114	67645																		biological role	plant metabolite
5115	67646																		biological role	plant metabolite
5116	67648																		biological role	plant metabolite
5117	67650																		biological role	plant metabolite
5118	67651																		biological role	plant metabolite
5119	67763																		biological role	plant metabolite
5120	67625																		biological role	plant metabolite
5121	67628																		biological role	plant metabolite
5122	67647																		biological role	plant metabolite
5123	67624																		biological role	plant metabolite
5124	66773																		biological role	plant metabolite
5125	115																		biological role	plant metabolite
5126	70191																		biological role	plant metabolite
5127	70192																		biological role	plant metabolite
5128	70193																		biological role	plant metabolite
5129	78901																		biological role	plant metabolite
5130	70194																		biological role	plant metabolite
5131	70195																		biological role	plant metabolite
5132	70196																		biological role	plant metabolite
5133	70197																		biological role	plant metabolite
5134	70198																		biological role	plant metabolite
5135	70201																		biological role	plant metabolite
5136	70202																		biological role	plant metabolite
5137	70205																		biological role	plant metabolite
5138	70200																		biological role	plant metabolite
5139	70204																		biological role	plant metabolite
5140	7729																		biological role	plant metabolite
5141	847																		biological role	plant metabolite
5142	79542																		biological role	plant metabolite
5143	79637																		biological role	plant metabolite
5144	79466																		biological role	plant metabolite
5145	79477																		biological role	plant metabolite
5146	67939																		biological role	plant metabolite
5147	82827																		biological role	plant metabolite
5148	9582																		biological role	plant metabolite
5149	70211																		biological role	plant metabolite
5150	70212																		biological role	plant metabolite
5151	70213																		biological role	plant metabolite
5152	70214																		biological role	plant metabolite
5153	69916																		biological role	plant metabolite
5154	69917																		biological role	plant metabolite
5155	69918																		biological role	plant metabolite
5156	82828																		biological role	plant metabolite
5157	66287																		biological role	plant metabolite
5158	65726																		biological role	plant metabolite
5159	66102																		biological role	plant metabolite
5160	66171																		biological role	plant metabolite
5161	66184																		biological role	plant metabolite
5162	66185																		biological role	plant metabolite
5163	69860																		biological role	plant metabolite
5164	69862																		biological role	plant metabolite
5165	69863																		biological role	plant metabolite
5166	69864																		biological role	plant metabolite
5167	3201																		biological role	plant metabolite
5168	25																		biological role	plant metabolite
5169	26																		biological role	plant metabolite
5170	42																		biological role	plant metabolite
5171	2364																		biological role	plant metabolite
5172	2369																		biological role	plant metabolite
5173	2372																		biological role	plant metabolite
5174	2415																		biological role	plant metabolite
5175	46750																		biological role	plant metabolite
5176	48741																		biological role	plant metabolite
5177	53																		biological role	plant metabolite
5178	129																		biological role	plant metabolite
5179	27836																		biological role	plant metabolite
5180	49211																		biological role	plant metabolite
5181	75																		biological role	plant metabolite
5182	50462																		biological role	plant metabolite
5183	23733																		biological role	plant metabolite
5184	470																		biological role	plant metabolite
5185	479																		biological role	plant metabolite
5186	488																		biological role	plant metabolite
5187	512																		biological role	plant metabolite
5188	2435																		biological role	plant metabolite
5189	2436																		biological role	plant metabolite
5190	743																		biological role	plant metabolite
5191	2438																		biological role	plant metabolite
5192	955																		biological role	plant metabolite
5193	961																		biological role	plant metabolite
5194	1230																		biological role	plant metabolite
5195	4331																		biological role	plant metabolite
5196	2523																		biological role	plant metabolite
5197	2535																		biological role	plant metabolite
5198	2536																		biological role	plant metabolite
5199	16619																		biological role	plant metabolite
5200	16603																		biological role	plant metabolite
5201	16592																		biological role	plant metabolite
5202	2537																		biological role	plant metabolite
5203	2538																		biological role	plant metabolite
5204	2617																		biological role	plant metabolite
5205	83849																		biological role	plant metabolite
5206	2015																		biological role	plant metabolite
5207	2620																		biological role	plant metabolite
5208	2755																		biological role	plant metabolite
5209	2760																		biological role	plant metabolite
5210	2909																		biological role	plant metabolite
5211	2623																		biological role	plant metabolite
5212	2625																		biological role	plant metabolite
5213	16540																		biological role	plant metabolite
5214	7611																		biological role	plant metabolite
5215	7610																		biological role	plant metabolite
5216	2971																		biological role	plant metabolite
5217	3383																		biological role	plant metabolite
5218	4632																		biological role	plant metabolite
5219	4660																		biological role	plant metabolite
5220	2999																		biological role	plant metabolite
5221	84867																		biological role	plant metabolite
5222	84932																		biological role	plant metabolite
5223	84936																		biological role	plant metabolite
5224	84946																		biological role	plant metabolite
5225	84950																		biological role	plant metabolite
5226	84069																		biological role	plant metabolite
5227	8034																		biological role	plant metabolite
5228	45919																		biological role	plant metabolite
5229	27939																		biological role	plant metabolite
5230	85080																		biological role	plant metabolite
5231	36756																		biological role	plant metabolite
5232	85081																		biological role	plant metabolite
5233	52226																		biological role	plant metabolite
5234	72638																		biological role	plant metabolite
5235	26718																		biological role	plant metabolite
5236	85087																		biological role	plant metabolite
5237	85109																		biological role	plant metabolite
5238	29468																		biological role	plant metabolite
5239	109																		biological role	plant metabolite
5240	85123																		biological role	plant metabolite
5241	85124																		biological role	plant metabolite
5242	2543																		biological role	plant metabolite
5243	85125																		biological role	plant metabolite
5244	85126																		biological role	plant metabolite
5245	85127																		biological role	plant metabolite
5246	80373																		biological role	plant metabolite
5247	85132																		biological role	plant metabolite
5248	85135																		biological role	plant metabolite
5249	85143																		biological role	plant metabolite
5250	85145																		biological role	plant metabolite
5251	18471																		biological role	plant metabolite
5252	85149																		biological role	plant metabolite
5253	85151																		biological role	plant metabolite
5254	30918																		biological role	plant metabolite
5255	16065																		biological role	plant metabolite
5256	520																		biological role	plant metabolite
5257	85153																		biological role	plant metabolite
5258	60076																		biological role	plant metabolite
5259	3293																		biological role	plant metabolite
5260	614																		biological role	plant metabolite
5261	4559																		biological role	plant metabolite
5262	85156																		biological role	plant metabolite
5263	80475																		biological role	plant metabolite
5264	85158																		biological role	plant metabolite
5265	85159																		biological role	plant metabolite
5266	85160																		biological role	plant metabolite
5267	8196																		biological role	plant metabolite
5268	85162																		biological role	plant metabolite
5269	85168																		biological role	plant metabolite
5270	85169																		biological role	plant metabolite
5271	69867																		biological role	plant metabolite
5272	69868																		biological role	plant metabolite
5273	69869																		biological role	plant metabolite
5274	69870																		biological role	plant metabolite
5275	69871																		biological role	plant metabolite
5276	69872																		biological role	plant metabolite
5277	69873																		biological role	plant metabolite
5278	69874																		biological role	plant metabolite
5279	69875																		biological role	plant metabolite
5280	69877																		biological role	plant metabolite
5281	69878																		biological role	plant metabolite
5282	69881																		biological role	plant metabolite
5283	69884																		biological role	plant metabolite
5284	69876																		biological role	plant metabolite
5285	85209																		biological role	plant metabolite
5286	69879																		biological role	plant metabolite
5287	69880																		biological role	plant metabolite
5288	69882																		biological role	plant metabolite
5289	69883																		biological role	plant metabolite
5290	69885																		biological role	plant metabolite
5291	69886																		biological role	plant metabolite
5292	67457																		biological role	plant metabolite
5293	67458																		biological role	plant metabolite
5294	67459																		biological role	plant metabolite
5295	85213																		biological role	plant metabolite
5296	3443																		biological role	plant metabolite
5297	67462																		biological role	plant metabolite
5298	67461																		biological role	plant metabolite
5299	80944																		biological role	plant metabolite
5300	70026																		biological role	plant metabolite
5301	2305																		biological role	plant metabolite
5302	5380																		biological role	plant metabolite
5303	6006																		biological role	plant metabolite
5304	6147																		biological role	plant metabolite
5305	6461																		biological role	plant metabolite
5306	70022																		biological role	plant metabolite
5307	8410																		biological role	plant metabolite
5308	8876																		biological role	plant metabolite
5309	5331																		biological role	plant metabolite
5310	31028																		biological role	plant metabolite
5311	68152																		biological role	plant metabolite
5312	68153																		biological role	plant metabolite
5313	68154																		biological role	plant metabolite
5314	68155																		biological role	plant metabolite
5315	68156																		biological role	plant metabolite
5316	68157																		biological role	plant metabolite
5317	68158																		biological role	plant metabolite
5318	68159																		biological role	plant metabolite
5319	68160																		biological role	plant metabolite
5320	68161																		biological role	plant metabolite
5321	68162																		biological role	plant metabolite
5322	68163																		biological role	plant metabolite
5323	68164																		biological role	plant metabolite
5324	68165																		biological role	plant metabolite
5325	68166																		biological role	plant metabolite
5326	68167																		biological role	plant metabolite
5327	68169																		biological role	plant metabolite
5328	68170																		biological role	plant metabolite
5329	85300																		biological role	plant metabolite
5330	85006																		biological role	plant metabolite
5331	10363																		biological role	plant metabolite
5332	64361																		biological role	plant metabolite
5333	66511																		biological role	plant metabolite
5334	63696																		biological role	plant metabolite
5335	63701																		biological role	plant metabolite
5336	62760																		biological role	plant metabolite
5337	10440																		biological role	plant metabolite
5338	61679																		biological role	plant metabolite
5339	31030																		biological role	plant metabolite
5340	67154																		biological role	plant metabolite
5341	73236																		biological role	plant metabolite
5342	70686																		biological role	plant metabolite
5343	70687																		biological role	plant metabolite
5344	70688																		biological role	plant metabolite
5345	70689																		biological role	plant metabolite
5346	70690																		biological role	plant metabolite
5347	70691																		biological role	plant metabolite
5348	70692																		biological role	plant metabolite
5349	70693																		biological role	plant metabolite
5350	70694																		biological role	plant metabolite
5351	70695																		biological role	plant metabolite
5352	70696																		biological role	plant metabolite
5353	70697																		biological role	plant metabolite
5354	70698																		biological role	plant metabolite
5355	70699																		biological role	plant metabolite
5356	70700																		biological role	plant metabolite
5357	70701																		biological role	plant metabolite
5358	70702																		biological role	plant metabolite
5359	70703																		biological role	plant metabolite
5360	65502																		biological role	plant metabolite
5361	70704																		biological role	plant metabolite
5362	32298																		biological role	plant metabolite
5363	38299																		biological role	plant metabolite
5364	7612																		biological role	plant metabolite
5365	70552																		biological role	plant metabolite
5366	70553																		biological role	plant metabolite
5367	70554																		biological role	plant metabolite
5368	70555																		biological role	plant metabolite
5369	70556																		biological role	plant metabolite
5370	70557																		biological role	plant metabolite
5371	70558																		biological role	plant metabolite
5372	70559																		biological role	plant metabolite
5373	70560																		biological role	plant metabolite
5374	70561																		biological role	plant metabolite
5375	70562																		biological role	plant metabolite
5376	70563																		biological role	plant metabolite
5377	70564																		biological role	plant metabolite
5378	70565																		biological role	plant metabolite
5379	70566																		biological role	plant metabolite
5380	70567																		biological role	plant metabolite
5381	70568																		biological role	plant metabolite
5382	70569																		biological role	plant metabolite
5383	70570																		biological role	plant metabolite
5384	70571																		biological role	plant metabolite
5385	70572																		biological role	plant metabolite
5386	70574																		biological role	plant metabolite
5387	70575																		biological role	plant metabolite
5388	70573																		biological role	plant metabolite
5389	70577																		biological role	plant metabolite
5390	66045																		biological role	plant metabolite
5391	73097																		biological role	plant metabolite
5392	61670																		biological role	plant metabolite
5393	70626																		biological role	plant metabolite
5394	70483																		biological role	plant metabolite
5395	70485																		biological role	plant metabolite
5396	70486																		biological role	plant metabolite
5397	70487																		biological role	plant metabolite
5398	70488																		biological role	plant metabolite
5399	70489																		biological role	plant metabolite
5400	2740																		biological role	plant metabolite
5401	85007																		biological role	plant metabolite
5402	85530																		biological role	plant metabolite
5403	18414																		biological role	plant metabolite
5404	27769																		biological role	plant metabolite
5405	85533																		biological role	plant metabolite
5406	85534																		biological role	plant metabolite
5407	37665																		biological role	plant metabolite
5408	27613																		biological role	plant metabolite
5409	30023																		biological role	plant metabolite
5410	69830																		biological role	plant metabolite
5411	45820																		biological role	plant metabolite
5412	68329																		biological role	plant metabolite
5413	67410																		biological role	plant metabolite
5414	32980																		biological role	plant metabolite
5415	50545																		biological role	plant metabolite
5416	28824																		biological role	plant metabolite
5417	36751																		biological role	plant metabolite
5418	16415																		biological role	plant metabolite
5419	16096																		biological role	plant metabolite
5420	69080																		biological role	plant metabolite
5421	28987																		biological role	plant metabolite
5422	28941																		biological role	plant metabolite
5423	27825																		biological role	plant metabolite
5424	18285																		biological role	plant metabolite
5425	26533																		biological role	plant metabolite
5426	28258																		biological role	plant metabolite
5427	4372																		biological role	plant metabolite
5428	23925																		biological role	plant metabolite
5429	67245																		biological role	plant metabolite
5430	100																		biological role	plant metabolite
5431	70310																		biological role	plant metabolite
5432	67825																		biological role	plant metabolite
5433	36484																		biological role	plant metabolite
5434	5760																		biological role	plant metabolite
5435	69206																		biological role	plant metabolite
5436	65531																		biological role	plant metabolite
5437	65533																		biological role	plant metabolite
5438	67908																		biological role	plant metabolite
5439	67910																		biological role	plant metabolite
5440	67912																		biological role	plant metabolite
5441	67916																		biological role	plant metabolite
5442	67917																		biological role	plant metabolite
5443	67914																		biological role	plant metabolite
5444	67595																		biological role	plant metabolite
5445	67596																		biological role	plant metabolite
5446	67597																		biological role	plant metabolite
5447	67598																		biological role	plant metabolite
5448	67599																		biological role	plant metabolite
5449	67600																		biological role	plant metabolite
5450	68994																		biological role	plant metabolite
5451	70414																		biological role	plant metabolite
5452	70415																		biological role	plant metabolite
5453	70419																		biological role	plant metabolite
5454	70274																		biological role	plant metabolite
5455	70262																		biological role	plant metabolite
5456	70263																		biological role	plant metabolite
5457	70264																		biological role	plant metabolite
5458	70265																		biological role	plant metabolite
5459	70266																		biological role	plant metabolite
5460	70268																		biological role	plant metabolite
5461	70269																		biological role	plant metabolite
5462	70464																		biological role	plant metabolite
5463	70270																		biological role	plant metabolite
5464	70271																		biological role	plant metabolite
5465	70272																		biological role	plant metabolite
5466	70273																		biological role	plant metabolite
5467	70275																		biological role	plant metabolite
5468	1579																		biological role	plant metabolite
5469	1602																		biological role	plant metabolite
5470	81336																		biological role	plant metabolite
5471	79509																		biological role	plant metabolite
5472	2213																		biological role	plant metabolite
5473	2244																		biological role	plant metabolite
5474	65354																		biological role	plant metabolite
5475	65355																		biological role	plant metabolite
5476	65356																		biological role	plant metabolite
5477	29620																		biological role	plant metabolite
5478	2941																		biological role	plant metabolite
5479	9443																		biological role	plant metabolite
5480	9395																		biological role	plant metabolite
5481	9159																		biological role	plant metabolite
5482	2301																		biological role	plant metabolite
5483	80529																		biological role	plant metabolite
5484	2769																		biological role	plant metabolite
5485	2871																		biological role	plant metabolite
5486	2929																		biological role	plant metabolite
5487	3185																		biological role	plant metabolite
5488	70034																		biological role	plant metabolite
5489	3367																		biological role	plant metabolite
5490	3684																		biological role	plant metabolite
5491	3719																		biological role	plant metabolite
5492	4536																		biological role	plant metabolite
5493	5065																		biological role	plant metabolite
5494	5263																		biological role	plant metabolite
5495	79628																		biological role	plant metabolite
5496	5326																		biological role	plant metabolite
5497	16400																		biological role	plant metabolite
5498	5728																		biological role	plant metabolite
5499	80485																		biological role	plant metabolite
5500	9131																		biological role	plant metabolite
5501	80528																		biological role	plant metabolite
5502	7734																		biological role	plant metabolite
5503	9024																		biological role	plant metabolite
5504	8893																		biological role	plant metabolite
5505	8878																		biological role	plant metabolite
5506	80897																		biological role	plant metabolite
5507	81163																		biological role	plant metabolite
5508	80895																		biological role	plant metabolite
5509	8222																		biological role	plant metabolite
5510	8182																		biological role	plant metabolite
5511	7854																		biological role	plant metabolite
5512	7855																		biological role	plant metabolite
5513	7545																		biological role	plant metabolite
5514	7513																		biological role	plant metabolite
5515	7502																		biological role	plant metabolite
5516	80809																		biological role	plant metabolite
5517	81267																		biological role	plant metabolite
5518	68986																		biological role	plant metabolite
5519	70030																		biological role	plant metabolite
5520	5754																		biological role	plant metabolite
5521	6543																		biological role	plant metabolite
5522	6664																		biological role	plant metabolite
5523	7500																		biological role	plant metabolite
5524	67496																		biological role	plant metabolite
5525	1749																		biological role	plant metabolite
5526	67495																		biological role	plant metabolite
5527	18149																		biological role	plant metabolite
5528	69013																		biological role	plant metabolite
5529	5731																		biological role	plant metabolite
5530	6412																		biological role	plant metabolite
5531	80489																		biological role	plant metabolite
5532	81094																		biological role	plant metabolite
5533	9183																		biological role	plant metabolite
5534	70331																		biological role	plant metabolite
5535	70330																		biological role	plant metabolite
5536	65770																		biological role	plant metabolite
5537	4714																		biological role	plant metabolite
5538	5994																		biological role	plant metabolite
5539	6647																		biological role	plant metabolite
5540	80744																		biological role	plant metabolite
5541	69198																		biological role	plant metabolite
5542	69197																		biological role	plant metabolite
5543	69201																		biological role	plant metabolite
5544	69199																		biological role	plant metabolite
5545	81115																		biological role	plant metabolite
5546	81116																		biological role	plant metabolite
5547	10150																		biological role	plant metabolite
5548	2508																		biological role	plant metabolite
5549	81227																		biological role	plant metabolite
5550	9428																		biological role	plant metabolite
5551	27173																		biological role	plant metabolite
5552	18533																		biological role	plant metabolite
5553	44303																		biological role	plant metabolite
5554	86068																		biological role	plant metabolite
5555	80392																		biological role	plant metabolite
5556	70396																		biological role	plant metabolite
5557	70019																		biological role	plant metabolite
5558	70021																		biological role	plant metabolite
5559	67494																		biological role	plant metabolite
5560	5368																		biological role	plant metabolite
5561	5381																		biological role	plant metabolite
5562	9199																		biological role	plant metabolite
5563	9292																		biological role	plant metabolite
5564	80393																		biological role	plant metabolite
5565	70031																		biological role	plant metabolite
5566	5018																		biological role	plant metabolite
5567	3081																		biological role	plant metabolite
5568	80389																		biological role	plant metabolite
5569	5304																		biological role	plant metabolite
5570	5730																		biological role	plant metabolite
5571	5963																		biological role	plant metabolite
5572	81409																		biological role	plant metabolite
5573	86148																		biological role	plant metabolite
5574	69748																		biological role	plant metabolite
5575	80371																		biological role	plant metabolite
5576	80372																		biological role	plant metabolite
5577	80374																		biological role	plant metabolite
5578	69742																		biological role	plant metabolite
5579	69743																		biological role	plant metabolite
5580	8633																		biological role	plant metabolite
5581	8251																		biological role	plant metabolite
5582	70032																		biological role	plant metabolite
5583	80369																		biological role	plant metabolite
5584	70033																		biological role	plant metabolite
5585	2506																		biological role	plant metabolite
5586	86332																		biological role	plant metabolite
5587	86334																		biological role	plant metabolite
5588	85117																		biological role	plant metabolite
5589	86062																		biological role	plant metabolite
5590	86388																		biological role	plant metabolite
5591	86511																		biological role	plant metabolite
5592	7775																		biological role	plant metabolite
5593	86529																		biological role	plant metabolite
5594	86530																		biological role	plant metabolite
5595	86592																		biological role	plant metabolite
5596	87247																		biological role	plant metabolite
5597	87311																		biological role	plant metabolite
5598	87381																		biological role	plant metabolite
5599	87393																		biological role	plant metabolite
5600	87490																		biological role	plant metabolite
5601	87495																		biological role	plant metabolite
5602	70478																		biological role	plant metabolite
5603	87574																		biological role	plant metabolite
5604	87804																		biological role	plant metabolite
5605	71875																		biological role	plant metabolite
5606	71719																		biological role	plant metabolite
5607	71938																		biological role	plant metabolite
5608	90075																		biological role	plant metabolite
5609	90552																		biological role	plant metabolite
5610	90577																		biological role	plant metabolite
5611	4553																		biological role	plant metabolite
5612	90896																		biological role	plant metabolite
5613	90893																		biological role	plant metabolite
5614	91009																		biological role	plant metabolite
5615	91018																		biological role	plant metabolite
5616	91019																		biological role	plant metabolite
5617	91024																		biological role	plant metabolite
5618	91026																		biological role	plant metabolite
5619	90894																		biological role	plant metabolite
5620	131449																		biological role	plant metabolite
5621	18002																		biological role	plant metabolite
5622	2106																		biological role	plant metabolite
5623	91143																		biological role	plant metabolite
5624	91165																		biological role	plant metabolite
5625	91270																		biological role	plant metabolite
5626	131956																		biological role	plant metabolite
5627	131953																		biological role	plant metabolite
5628	87443																		biological role	plant metabolite
5629	80447																		biological role	plant metabolite
5630	90270																		biological role	plant metabolite
5631	90272																		biological role	plant metabolite
5632	90267																		biological role	plant metabolite
5633	90276																		biological role	plant metabolite
5634	90278																		biological role	plant metabolite
5635	90279																		biological role	plant metabolite
5636	90280																		biological role	plant metabolite
5637	90281																		biological role	plant metabolite
5638	90283																		biological role	plant metabolite
5639	132257																		biological role	plant metabolite
5640	8604																		biological role	plant metabolite
5641	37420																		biological role	plant metabolite
5642	90765																		biological role	plant metabolite
5643	91150																		biological role	plant metabolite
5644	91153																		biological role	plant metabolite
5645	91154																		biological role	plant metabolite
5646	91155																		biological role	plant metabolite
5647	91156																		biological role	plant metabolite
5648	91157																		biological role	plant metabolite
5649	91158																		biological role	plant metabolite
5650	91159																		biological role	plant metabolite
5651	91161																		biological role	plant metabolite
5652	91162																		biological role	plant metabolite
5653	91163																		biological role	plant metabolite
5654	91166																		biological role	plant metabolite
5655	91169																		biological role	plant metabolite
5656	91170																		biological role	plant metabolite
5657	91183																		biological role	plant metabolite
5658	86940																		biological role	plant metabolite
5659	132482																		biological role	plant metabolite
5660	132483																		biological role	plant metabolite
5661	132348																		biological role	plant metabolite
5662	132396																		biological role	plant metabolite
5663	132394																		biological role	plant metabolite
5664	108																		biological role	plant metabolite
5665	132395																		biological role	plant metabolite
5666	132393																		biological role	plant metabolite
5667	132392																		biological role	plant metabolite
5668	132390																		biological role	plant metabolite
5669	132389																		biological role	plant metabolite
5670	132388																		biological role	plant metabolite
5671	132387																		biological role	plant metabolite
5672	132385																		biological role	plant metabolite
