	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
2831	52930																		application	fluorochrome
2832	52931																		application	fluorochrome
2833	52932																		application	fluorochrome
2834	52933																		application	fluorochrome
2835	52935																		application	fluorochrome
2836	52936																		application	fluorochrome
2837	52946																		application	fluorochrome
2838	52947																		application	fluorochrome
2839	52948																		application	fluorochrome
2840	52953																		application	fluorochrome
2841	52954																		application	fluorochrome
2842	52955																		application	fluorochrome
2843	52958																		application	fluorochrome
2844	52967																		application	fluorochrome
2845	59529																		application	fluorochrome
2846	60608																		application	fluorochrome
2847	60609																		application	fluorochrome
2848	50010																		application	fluorochrome
2849	62825																		application	fluorochrome
2850	62827																		application	fluorochrome
2851	63236																		application	fluorochrome
2852	63240																		application	fluorochrome
2853	72443																		application	fluorochrome
2854	65133																		application	fluorochrome
2855	78721																		application	fluorochrome
2856	82650																		application	fluorochrome
2857	86288																		application	fluorochrome
2858	87193																		application	fluorochrome
2859	87202																		application	fluorochrome
2860	132203																		application	fluorochrome
2861	3303																		application	fluorochrome
2862	155903																		application	fluorochrome
2863	51238																		application	Grignard reagent
2864	51239																		application	Grignard reagent
2865	4638																		application	antiemetic
2866	27796																		application	antiemetic
2867	51461																		application	fluorescent dye
2868	51467																		application	fluorescent dye
2869	72811																		application	fluorescent dye
2870	78674																		application	fluorescent dye
2871	87117																		application	fluorescent dye
2872	61000																		application	fluorescent dye
2873	156496																		application	fluorescent dye
2874	51544																		application	partial prostacyclin agonist
2875	51804																		biological role	antiprotozoal drug
2876	133833																		biological role	antiprotozoal drug
2877	9437																		application	photosensitizing agent
2878	36162																		application	photosensitizing agent
2879	31836																		application	central nervous system stimulant
2880	53778																		application	central nervous system stimulant
2881	53779																		application	central nervous system stimulant
2882	59771																		application	central nervous system stimulant
2883	681848																		application	central nervous system stimulant
2884	31520																		application	central nervous system stimulant
2885	59837																		application	central nervous system stimulant
2886	7953																		application	central nervous system stimulant
2887	134805																		application	central nervous system stimulant
2888	167168																		application	central nervous system stimulant
2889	51962																		application	anthelminthic drug
2890	16976																		application	anthelminthic drug
2891	28568																		application	anthelminthic drug
2892	52102																		biological role	protease inhibitor
2893	59385																		biological role	protease inhibitor
2894	136755																		biological role	protease inhibitor
2895	52250																		biological role	antimalarial
2896	195280																		biological role	antimalarial
2897	207229																		biological role	antimalarial
2898	156095																		biological role	antimalarial
2899	8405																		biological role	antimalarial
2900	63684																		biological role	antimalarial
2901	63687																		biological role	antimalarial
2902	69020																		biological role	antimalarial
2903	91231																		biological role	antimalarial
2904	29014																		biological role	antimetabolite
2905	53745																		biological role	antimetabolite
2906	43636																		biological role	antimetabolite
2907	479072																		biological role	antimetabolite
2908	78042																		biological role	antimetabolite
2909	52476																		biological role	disinfectant
2910	140779																		biological role	disinfectant
2911	52611																		biological role	EC 3.1.26.13 (retroviral ribonuclease H) inhibitor
2912	52724																		application	proteasome inhibitor
2913	75142																		application	proteasome inhibitor
2914	42265																		application	proteasome inhibitor
2915	52741																		biological role	plant growth regulator
2916	81861																		biological role	plant growth regulator
2917	10586																		biological role	EC 3.5.2.6 (beta-lactamase) inhibitor
2918	53003																		biological role	carcinogenic agent
2919	59001																		biological role	carcinogenic agent
2920	254496																		biological role	carcinogenic agent
2921	62842																		biological role	carcinogenic agent
2922	53616																		biological role	carcinogenic agent
2923	34107																		biological role	carcinogenic agent
2924	76329																		biological role	carcinogenic agent
2925	76603																		biological role	carcinogenic agent
2926	28755																		biological role	carcinogenic agent
2927	66892																		biological role	carcinogenic agent
2928	16907																		biological role	carcinogenic agent
2929	48722																		biological role	carcinogenic agent
2930	28509																		biological role	carcinogenic agent
2931	77719																		biological role	carcinogenic agent
2932	1784																		biological role	carcinogenic agent
2933	27878																		biological role	carcinogenic agent
2934	82363																		biological role	carcinogenic agent
2935	80495																		biological role	carcinogenic agent
2936	91112																		biological role	carcinogenic agent
2937	91275																		biological role	carcinogenic agent
2938	131518																		biological role	carcinogenic agent
2939	134609																		biological role	carcinogenic agent
2940	42725																		biological role	carcinogenic agent
2941	140063																		biological role	carcinogenic agent
2942	82274																		biological role	carcinogenic agent
2943	140674																		biological role	carcinogenic agent
2944	141568																		biological role	carcinogenic agent
2945	144804																		biological role	carcinogenic agent
2946	82275																		biological role	carcinogenic agent
2947	189411																		biological role	carcinogenic agent
2948	189414																		biological role	carcinogenic agent
2949	53210																		application	peripheral nervous system drug
2950	31882																		biological role	neurotransmitter agent
2951	32166																		application	antiinfective agent
2952	315018																		application	antiinfective agent
2953	315019																		application	antiinfective agent
2954	59052																		application	antiinfective agent
2955	600520																		application	antiinfective agent
2956	474180																		application	antiinfective agent
2957	59900																		application	antiinfective agent
2958	7825																		application	antiinfective agent
2959	7826																		application	antiinfective agent
2960	84073																		application	antiinfective agent
2961	94621																		application	antiinfective agent
2962	53729																		application	cross-linking reagent
2963	58964																		application	cross-linking reagent
2964	59053																		application	cross-linking reagent
2965	46557																		application	bone density conservation agent
2966	59586																		application	bone density conservation agent
2967	59587																		application	bone density conservation agent
2968	4591																		application	bone density conservation agent
2969	70819																		application	bone density conservation agent
2970	31186																		application	bone density conservation agent
2971	31719																		application	bone density conservation agent
2972	53763																		biological role	opioid analgesic
2973	4474																		biological role	opioid analgesic
2974	59781																		biological role	opioid analgesic
2975	61099																		biological role	opioid analgesic
2976	61208																		biological role	opioid analgesic
2977	59862																		biological role	opioid analgesic
2978	74274																		biological role	opioid analgesic
2979	518413																		application	antispasmodic drug
2980	53786																		application	antispasmodic drug
2981	2627																		biological role	EC 3.1.1.8 (cholinesterase) inhibitor
2982	31512																		biological role	EC 3.1.1.8 (cholinesterase) inhibitor
2983	31204																		application	diagnostic agent
2984	3892																		application	diagnostic agent
2985	3901																		application	diagnostic agent
2986	65307																		application	diagnostic agent
2987	139538																		application	diagnostic agent
2988	148937																		application	diagnostic agent
2989	9118																		application	diagnostic agent
2990	17134																		biological role	neurotransmitter
2991	10415																		biological role	neurotransmitter
2992	55344																		application	vasodilator agent
2993	55438																		application	vasodilator agent
2994	3988																		application	vasodilator agent
2995	18921																		application	vasodilator agent
2996	67692																		application	vasodilator agent
2997	67693																		application	vasodilator agent
2998	67697																		application	vasodilator agent
2999	67700																		application	vasodilator agent
3000	67701																		application	vasodilator agent
3001	67704																		application	vasodilator agent
3002	31268																		application	vasodilator agent
3003	136001																		application	vasodilator agent
3004	166870																		application	vasodilator agent
3005	31556																		biological role	beta-adrenergic antagonist
3006	73288																		biological role	beta-adrenergic antagonist
3007	73289																		biological role	beta-adrenergic antagonist
3008	55481																		chemical role	antioxidant
3009	29031																		chemical role	antioxidant
3010	64562																		chemical role	antioxidant
3011	71258																		chemical role	antioxidant
3012	32020																		chemical role	antioxidant
3013	90																		chemical role	antioxidant
3014	28709																		chemical role	antioxidant
3015	27409																		chemical role	antioxidant
3016	73111																		chemical role	antioxidant
3017	4093																		chemical role	antioxidant
3018	34860																		chemical role	antioxidant
3019	131421																		chemical role	antioxidant
3020	81687																		chemical role	antioxidant
3021	222828																		biological role	drug metabolite
3022	357241																		biological role	drug metabolite
3023	55545																		biological role	drug metabolite
3024	55546																		biological role	drug metabolite
3025	60726																		biological role	drug metabolite
3026	61017																		biological role	drug metabolite
3027	63840																		biological role	drug metabolite
3028	64043																		biological role	drug metabolite
3029	49410																		biological role	drug metabolite
3030	29136																		biological role	drug metabolite
3031	63104																		biological role	drug metabolite
3032	32635																		biological role	drug metabolite
3033	82942																		biological role	drug metabolite
3034	82944																		biological role	drug metabolite
3035	59611																		biological role	drug metabolite
3036	59609																		biological role	drug metabolite
3037	2422																		biological role	drug metabolite
3038	85505																		biological role	drug metabolite
3039	40101																		biological role	drug metabolite
3040	133005																		biological role	drug metabolite
3041	32636																		biological role	drug metabolite
3042	133006																		biological role	drug metabolite
3043	133197																		biological role	drug metabolite
3044	133199																		biological role	drug metabolite
3045	133200																		biological role	drug metabolite
3046	133438																		biological role	drug metabolite
3047	133502																		biological role	drug metabolite
3048	133687																		biological role	drug metabolite
3049	131431																		biological role	drug metabolite
3050	140158																		biological role	drug metabolite
3051	140152																		biological role	drug metabolite
3052	140154																		biological role	drug metabolite
3053	140163																		biological role	drug metabolite
3054	140164																		biological role	drug metabolite
3055	140166																		biological role	drug metabolite
3056	140167																		biological role	drug metabolite
3057	140171																		biological role	drug metabolite
3058	140172																		biological role	drug metabolite
3059	140175																		biological role	drug metabolite
3060	140176																		biological role	drug metabolite
3061	140177																		biological role	drug metabolite
3062	140178																		biological role	drug metabolite
3063	140182																		biological role	drug metabolite
3064	145211																		biological role	drug metabolite
3065	145225																		biological role	drug metabolite
3066	145216																		biological role	drug metabolite
3067	145218																		biological role	drug metabolite
3068	145332																		biological role	drug metabolite
3069	145206																		biological role	drug metabolite
3070	149481																		biological role	drug metabolite
3071	183656																		biological role	drug metabolite
3072	183655																		biological role	drug metabolite
3073	189548																		biological role	drug metabolite
3074	2968																		application	prodrug
3075	59211																		application	prodrug
3076	474014																		application	prodrug
3077	82941																		application	prodrug
3078	5100																		application	prodrug
3079	8255																		application	prodrug
3080	9391																		application	prodrug
3081	47325																		application	prodrug
3082	135748																		application	prodrug
3083	40594																		application	fluorescent probe
3084	58984																		application	fluorescent probe
3085	59416																		application	fluorescent probe
3086	59429																		application	fluorescent probe
3087	59423																		application	fluorescent probe
3088	59426																		application	fluorescent probe
3089	63639																		application	fluorescent probe
3090	72440																		application	fluorescent probe
3091	39708																		application	fluorescent probe
3092	79309																		application	fluorescent probe
3093	85381																		application	fluorescent probe
3094	85432																		application	fluorescent probe
3095	85434																		application	fluorescent probe
3096	88338																		application	fluorescent probe
3097	91111																		application	fluorescent probe
3098	137560																		application	fluorescent probe
3099	145575																		application	fluorescent probe
3100	145576																		application	fluorescent probe
3101	59009																		application	antiseborrheic
3102	568021																		application	antiseborrheic
3103	59056																		chemical role	chelator
3104	59055																		chemical role	chelator
3105	59199																		chemical role	chelator
3106	245199																		chemical role	chelator
3107	60888																		chemical role	chelator
3108	60889																		chemical role	chelator
3109	60890																		chemical role	chelator
3110	24786																		chemical role	chelator
3111	63623																		chemical role	chelator
3112	63934																		chemical role	chelator
3113	64198																		chemical role	chelator
3114	64734																		chemical role	chelator
3115	3310																		chemical role	chelator
3116	75054																		chemical role	chelator
3117	77995																		chemical role	chelator
3118	83711																		chemical role	chelator
3119	84997																		chemical role	chelator
3120	30740																		chemical role	chelator
3121	132317																		chemical role	chelator
3122	132318																		chemical role	chelator
3123	143268																		chemical role	chelator
3124	37418																		chemical role	chelator
3125	10099																		biological role	EC 3.4.24.* (metalloendopeptidase) inhibitor
3126	3353																		biological role	EC 3.4.24.* (metalloendopeptidase) inhibitor
3127	3354																		biological role	EC 3.4.24.* (metalloendopeptidase) inhibitor
3128	40304																		application	biomarker
3129	61683																		application	biomarker
3130	23774																		application	biomarker
3131	64366																		application	biomarker
3132	566274																		application	biomarker
3133	50607																		application	biomarker
3134	34787																		application	biomarker
3135	59204																		application	oxytocic
3136	135900																		application	oxytocic
3137	52426																		biological role	epitope
3138	18426																		biological role	epitope
3139	59234																		biological role	epitope
3140	59236																		biological role	epitope
3141	59237																		biological role	epitope
3142	59240																		biological role	epitope
3143	59242																		biological role	epitope
3144	59245																		biological role	epitope
3145	59247																		biological role	epitope
3146	59249																		biological role	epitope
3147	59250																		biological role	epitope
3148	59296																		biological role	epitope
3149	59300																		biological role	epitope
3150	59303																		biological role	epitope
3151	59306																		biological role	epitope
3152	59307																		biological role	epitope
3153	59310																		biological role	epitope
3154	59319																		biological role	epitope
3155	59313																		biological role	epitope
3156	59395																		biological role	epitope
3157	59357																		biological role	epitope
3158	59430																		biological role	epitope
3159	59432																		biological role	epitope
3160	59518																		biological role	epitope
3161	59519																		biological role	epitope
3162	59525																		biological role	epitope
3163	59526																		biological role	epitope
3164	45573																		biological role	epitope
3165	59528																		biological role	epitope
3166	28009																		biological role	epitope
3167	44612																		biological role	epitope
3168	46151																		biological role	epitope
3169	59530																		biological role	epitope
3170	40265																		biological role	epitope
3171	44743																		biological role	epitope
3172	44759																		biological role	epitope
3173	42665																		biological role	epitope
3174	273574																		biological role	epitope
3175	41539																		biological role	epitope
3176	45412																		biological role	epitope
3177	42024																		biological role	epitope
3178	44699																		biological role	epitope
3179	43007																		biological role	epitope
3180	44224																		biological role	epitope
3181	42782																		biological role	epitope
3182	42122																		biological role	epitope
3183	42034																		biological role	epitope
3184	43081																		biological role	epitope
3185	45644																		biological role	epitope
3186	59555																		biological role	epitope
3187	28729																		biological role	epitope
3188	42603																		biological role	epitope
3189	43542																		biological role	epitope
3190	44085																		biological role	epitope
3191	59404																		biological role	epitope
3192	59407																		biological role	epitope
3193	59415																		biological role	epitope
3194	59400																		biological role	epitope
3195	45068																		biological role	epitope
3196	45002																		biological role	epitope
3197	59565																		biological role	epitope
3198	44930																		biological role	epitope
3199	42319																		biological role	epitope
3200	40413																		biological role	epitope
3201	45957																		biological role	epitope
3202	46087																		biological role	epitope
3203	43892																		biological role	epitope
3204	59241																		biological role	epitope
3205	59571																		biological role	epitope
3206	44598																		biological role	epitope
3207	45120																		biological role	epitope
3208	44939																		biological role	epitope
3209	44480																		biological role	epitope
3210	44940																		biological role	epitope
3211	42433																		biological role	epitope
3212	44491																		biological role	epitope
3213	47397																		biological role	epitope
3214	59614																		biological role	epitope
3215	59615																		biological role	epitope
3216	59617																		biological role	epitope
3217	59619																		biological role	epitope
3218	42965																		biological role	epitope
3219	59861																		biological role	epitope
3220	59867																		biological role	epitope
3221	59868																		biological role	epitope
3222	59942																		biological role	epitope
3223	59943																		biological role	epitope
3224	59944																		biological role	epitope
3225	59962																		biological role	epitope
3226	59963																		biological role	epitope
3227	59965																		biological role	epitope
3228	60180																		biological role	epitope
3229	60179																		biological role	epitope
3230	60321																		biological role	epitope
3231	60380																		biological role	epitope
3232	60381																		biological role	epitope
3233	60382																		biological role	epitope
3234	60383																		biological role	epitope
3235	60391																		biological role	epitope
3236	60393																		biological role	epitope
3237	44042																		biological role	epitope
3238	60398																		biological role	epitope
3239	60474																		biological role	epitope
3240	60475																		biological role	epitope
3241	60477																		biological role	epitope
3242	60483																		biological role	epitope
3243	60563																		biological role	epitope
3244	60730																		biological role	epitope
3245	60738																		biological role	epitope
3246	60927																		biological role	epitope
3247	60928																		biological role	epitope
3248	61169																		biological role	epitope
3249	61171																		biological role	epitope
3250	61173																		biological role	epitope
3251	61175																		biological role	epitope
3252	61179																		biological role	epitope
3253	61187																		biological role	epitope
3254	61189																		biological role	epitope
3255	61190																		biological role	epitope
3256	61195																		biological role	epitope
3257	27707																		biological role	epitope
3258	546807																		biological role	epitope
3259	61596																		biological role	epitope
3260	61742																		biological role	epitope
3261	61763																		biological role	epitope
3262	61783																		biological role	epitope
3263	61806																		biological role	epitope
3264	61864																		biological role	epitope
3265	62056																		biological role	epitope
3266	62058																		biological role	epitope
3267	62068																		biological role	epitope
3268	62259																		biological role	epitope
3269	62263																		biological role	epitope
3270	61711																		biological role	epitope
3271	62385																		biological role	epitope
3272	64707																		biological role	epitope
3273	65120																		biological role	epitope
3274	65123																		biological role	epitope
3275	65124																		biological role	epitope
3276	65145																		biological role	epitope
3277	65146																		biological role	epitope
3278	65147																		biological role	epitope
3279	65149																		biological role	epitope
3280	65148																		biological role	epitope
3281	65150																		biological role	epitope
3282	65151																		biological role	epitope
3283	65153																		biological role	epitope
3284	65170																		biological role	epitope
3285	65171																		biological role	epitope
3286	65174																		biological role	epitope
3287	65175																		biological role	epitope
3288	65176																		biological role	epitope
3289	65178																		biological role	epitope
3290	65179																		biological role	epitope
3291	65181																		biological role	epitope
3292	65182																		biological role	epitope
3293	65183																		biological role	epitope
3294	65184																		biological role	epitope
3295	65185																		biological role	epitope
3296	65186																		biological role	epitope
3297	43896																		biological role	epitope
3298	65188																		biological role	epitope
3299	65189																		biological role	epitope
3300	65192																		biological role	epitope
3301	65195																		biological role	epitope
3302	65197																		biological role	epitope
3303	65198																		biological role	epitope
3304	61529																		biological role	epitope
3305	59441																		biological role	epitope
3306	65199																		biological role	epitope
3307	65225																		biological role	epitope
3308	62152																		biological role	epitope
3309	61579																		biological role	epitope
3310	65257																		biological role	epitope
3311	65269																		biological role	epitope
3312	65276																		biological role	epitope
3313	65278																		biological role	epitope
3314	65128																		biological role	epitope
3315	65152																		biological role	epitope
3316	28563																		biological role	epitope
3317	65245																		biological role	epitope
3318	62686																		biological role	epitope
3319	65105																		biological role	epitope
3320	63233																		biological role	epitope
3321	67002																		biological role	epitope
3322	67094																		biological role	epitope
3323	67102																		biological role	epitope
3324	67157																		biological role	epitope
3325	67160																		biological role	epitope
3326	67161																		biological role	epitope
3327	67162																		biological role	epitope
3328	67164																		biological role	epitope
3329	67163																		biological role	epitope
3330	67165																		biological role	epitope
3331	67166																		biological role	epitope
3332	62276																		biological role	epitope
3333	67167																		biological role	epitope
3334	62485																		biological role	epitope
3335	67220																		biological role	epitope
3336	68430																		biological role	epitope
3337	68429																		biological role	epitope
3338	62486																		biological role	epitope
3339	62990																		biological role	epitope
3340	62364																		biological role	epitope
3341	62335																		biological role	epitope
3342	68435																		biological role	epitope
3343	68436																		biological role	epitope
3344	68439																		biological role	epitope
3345	68442																		biological role	epitope
3346	68446																		biological role	epitope
3347	68448																		biological role	epitope
3348	68450																		biological role	epitope
3349	68466																		biological role	epitope
3350	68468																		biological role	epitope
3351	68470																		biological role	epitope
3352	68473																		biological role	epitope
3353	62099																		biological role	epitope
3354	68474																		biological role	epitope
3355	68475																		biological role	epitope
3356	68476																		biological role	epitope
3357	68477																		biological role	epitope
3358	62327																		biological role	epitope
3359	68480																		biological role	epitope
3360	68482																		biological role	epitope
3361	68485																		biological role	epitope
3362	61827																		biological role	epitope
3363	61836																		biological role	epitope
3364	68541																		biological role	epitope
3365	68544																		biological role	epitope
3366	68559																		biological role	epitope
3367	68580																		biological role	epitope
3368	68582																		biological role	epitope
3369	68585																		biological role	epitope
3370	68586																		biological role	epitope
3371	61581																		biological role	epitope
3372	68608																		biological role	epitope
3373	68619																		biological role	epitope
3374	68673																		biological role	epitope
3375	68674																		biological role	epitope
3376	59208																		biological role	epitope
3377	59216																		biological role	epitope
3378	61772																		biological role	epitope
3379	68680																		biological role	epitope
3380	61246																		biological role	epitope
3381	68690																		biological role	epitope
3382	68842																		biological role	epitope
3383	68843																		biological role	epitope
3384	70748																		biological role	epitope
3385	70750																		biological role	epitope
3386	59294																		biological role	epitope
3387	68816																		biological role	epitope
3388	70753																		biological role	epitope
3389	70754																		biological role	epitope
3390	70759																		biological role	epitope
3391	70825																		biological role	epitope
3392	70832																		biological role	epitope
3393	70841																		biological role	epitope
3394	70849																		biological role	epitope
3395	70851																		biological role	epitope
3396	70853																		biological role	epitope
3397	70962																		biological role	epitope
3398	70965																		biological role	epitope
3399	70967																		biological role	epitope
3400	70969																		biological role	epitope
3401	71035																		biological role	epitope
3402	71039																		biological role	epitope
3403	71040																		biological role	epitope
3404	71042																		biological role	epitope
3405	71051																		biological role	epitope
3406	71053																		biological role	epitope
3407	71055																		biological role	epitope
3408	71058																		biological role	epitope
3409	71203																		biological role	epitope
3410	71205																		biological role	epitope
3411	61844																		biological role	epitope
3412	62185																		biological role	epitope
3413	71206																		biological role	epitope
3414	71208																		biological role	epitope
3415	71210																		biological role	epitope
3416	71273																		biological role	epitope
3417	71276																		biological role	epitope
3418	61029																		biological role	epitope
3419	71268																		biological role	epitope
3420	71269																		biological role	epitope
3421	71270																		biological role	epitope
3422	71282																		biological role	epitope
3423	71289																		biological role	epitope
3424	71318																		biological role	epitope
3425	71319																		biological role	epitope
3426	71323																		biological role	epitope
3427	71324																		biological role	epitope
3428	71325																		biological role	epitope
3429	71327																		biological role	epitope
3430	71334																		biological role	epitope
3431	71340																		biological role	epitope
3432	71341																		biological role	epitope
3433	71342																		biological role	epitope
3434	71344																		biological role	epitope
3435	71348																		biological role	epitope
3436	71350																		biological role	epitope
3437	71355																		biological role	epitope
3438	71357																		biological role	epitope
3439	61758																		biological role	epitope
3440	71359																		biological role	epitope
3441	71360																		biological role	epitope
3442	71398																		biological role	epitope
3443	71404																		biological role	epitope
3444	50670																		biological role	epitope
3445	71405																		biological role	epitope
3446	71411																		biological role	epitope
3447	71413																		biological role	epitope
3448	71421																		biological role	epitope
3449	36217																		biological role	epitope
3450	71422																		biological role	epitope
3451	71434																		biological role	epitope
3452	71438																		biological role	epitope
3453	71440																		biological role	epitope
3454	71441																		biological role	epitope
3455	71442																		biological role	epitope
3456	71444																		biological role	epitope
3457	71471																		biological role	epitope
3458	71474																		biological role	epitope
3459	71475																		biological role	epitope
3460	71478																		biological role	epitope
3461	71479																		biological role	epitope
3462	71482																		biological role	epitope
3463	71485																		biological role	epitope
3464	71486																		biological role	epitope
3465	71495																		biological role	epitope
3466	71496																		biological role	epitope
3467	71503																		biological role	epitope
3468	71514																		biological role	epitope
3469	71518																		biological role	epitope
3470	71545																		biological role	epitope
3471	71552																		biological role	epitope
3472	71557																		biological role	epitope
3473	71561																		biological role	epitope
3474	71558																		biological role	epitope
3475	17725																		biological role	epitope
3476	59220																		biological role	epitope
3477	71562																		biological role	epitope
3478	71564																		biological role	epitope
3479	71585																		biological role	epitope
3480	62681																		biological role	epitope
3481	71594																		biological role	epitope
3482	71600																		biological role	epitope
3483	71602																		biological role	epitope
3484	71603																		biological role	epitope
3485	71604																		biological role	epitope
3486	71605																		biological role	epitope
3487	71612																		biological role	epitope
3488	71617																		biological role	epitope
3489	71622																		biological role	epitope
3490	71628																		biological role	epitope
3491	71640																		biological role	epitope
3492	71641																		biological role	epitope
3493	71642																		biological role	epitope
3494	71643																		biological role	epitope
3495	71646																		biological role	epitope
3496	71650																		biological role	epitope
3497	71651																		biological role	epitope
3498	71660																		biological role	epitope
3499	71664																		biological role	epitope
3500	61818																		biological role	epitope
3501	71669																		biological role	epitope
3502	71696																		biological role	epitope
3503	71943																		biological role	epitope
3504	71945																		biological role	epitope
3505	71990																		biological role	epitope
3506	71991																		biological role	epitope
3507	71994																		biological role	epitope
3508	71995																		biological role	epitope
3509	71998																		biological role	epitope
3510	71999																		biological role	epitope
3511	72002																		biological role	epitope
3512	72005																		biological role	epitope
3513	72007																		biological role	epitope
3514	72008																		biological role	epitope
3515	72009																		biological role	epitope
3516	72307																		biological role	epitope
3517	72318																		biological role	epitope
3518	65099																		biological role	epitope
3519	62097																		biological role	epitope
3520	72328																		biological role	epitope
3521	72334																		biological role	epitope
3522	72337																		biological role	epitope
3523	72444																		biological role	epitope
3524	72459																		biological role	epitope
3525	72463																		biological role	epitope
3526	72462																		biological role	epitope
3527	72464																		biological role	epitope
3528	72465																		biological role	epitope
3529	72466																		biological role	epitope
3530	72467																		biological role	epitope
3531	72468																		biological role	epitope
3532	72469																		biological role	epitope
3533	72471																		biological role	epitope
3534	72472																		biological role	epitope
3535	72482																		biological role	epitope
3536	72484																		biological role	epitope
3537	72486																		biological role	epitope
3538	72487																		biological role	epitope
3539	72488																		biological role	epitope
3540	72489																		biological role	epitope
3541	72492																		biological role	epitope
3542	72494																		biological role	epitope
3543	72495																		biological role	epitope
3544	72496																		biological role	epitope
3545	72543																		biological role	epitope
3546	72545																		biological role	epitope
3547	72586																		biological role	epitope
3548	72589																		biological role	epitope
3549	72591																		biological role	epitope
3550	72592																		biological role	epitope
3551	72594																		biological role	epitope
3552	72599																		biological role	epitope
3553	72617																		biological role	epitope
3554	72619																		biological role	epitope
3555	72621																		biological role	epitope
3556	42548																		biological role	epitope
3557	40356																		biological role	epitope
3558	27907																		biological role	epitope
3559	49026																		biological role	epitope
3560	45744																		biological role	epitope
3561	28497																		biological role	epitope
3562	72626																		biological role	epitope
3563	74749																		biological role	epitope
3564	75597																		biological role	epitope
3565	75602																		biological role	epitope
3566	75949																		biological role	epitope
3567	76000																		biological role	epitope
3568	76480																		biological role	epitope
3569	76482																		biological role	epitope
3570	75683																		biological role	epitope
3571	77100																		biological role	epitope
3572	77101																		biological role	epitope
3573	77104																		biological role	epitope
3574	77112																		biological role	epitope
3575	77116																		biological role	epitope
3576	77114																		biological role	epitope
3577	64170																		biological role	epitope
3578	78883																		biological role	epitope
3579	78885																		biological role	epitope
3580	83897																		biological role	epitope
3581	84434																		biological role	epitope
3582	84463																		biological role	epitope
3583	84480																		biological role	epitope
3584	84482																		biological role	epitope
3585	84736																		biological role	epitope
3586	84737																		biological role	epitope
3587	84748																		biological role	epitope
3588	84766																		biological role	epitope
3589	85088																		biological role	epitope
3590	86237																		biological role	epitope
3591	86303																		biological role	epitope
3592	86306																		biological role	epitope
3593	86310																		biological role	epitope
3594	86312																		biological role	epitope
3595	64527																		biological role	epitope
3596	63242																		biological role	epitope
3597	61010																		biological role	epitope
3598	61243																		biological role	epitope
3599	87497																		biological role	epitope
3600	90525																		biological role	epitope
3601	90583																		biological role	epitope
3602	90766																		biological role	epitope
3603	133503																		biological role	epitope
3604	133780																		biological role	epitope
3605	59372																		biological role	epitope
3606	136431																		biological role	epitope
3607	137226																		biological role	epitope
3608	138978																		biological role	epitope
3609	61222																		biological role	epitope
3610	139245																		biological role	epitope
3611	140075																		biological role	epitope
3612	140076																		biological role	epitope
3613	495150																		biological role	epitope
3614	140628																		biological role	epitope
3615	63008																		biological role	epitope
3616	140668																		biological role	epitope
3617	140669																		biological role	epitope
3618	141766																		biological role	epitope
3619	141770																		biological role	epitope
3620	141842																		biological role	epitope
3621	141846																		biological role	epitope
3622	146190																		biological role	epitope
3623	146192																		biological role	epitope
3624	75623																		biological role	epitope
3625	44791																		biological role	epitope
3626	149702																		biological role	epitope
3627	149716																		biological role	epitope
3628	149720																		biological role	epitope
3629	149728																		biological role	epitope
3630	149744																		biological role	epitope
3631	149748																		biological role	epitope
3632	149751																		biological role	epitope
3633	149753																		biological role	epitope
3634	149754																		biological role	epitope
3635	149757																		biological role	epitope
3636	166871																		biological role	epitope
3637	166878																		biological role	epitope
3638	166879																		biological role	epitope
3639	166880																		biological role	epitope
3640	166882																		biological role	epitope
3641	166884																		biological role	epitope
3642	166905																		biological role	epitope
3643	166906																		biological role	epitope
3644	166907																		biological role	epitope
3645	167123																		biological role	epitope
3646	176802																		biological role	epitope
3647	62114																		biological role	epitope
3648	140826																		biological role	epitope
3649	140847																		biological role	epitope
3650	190305																		biological role	epitope
3651	190306																		biological role	epitope
3652	190307																		biological role	epitope
